time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.640243,0.405785701,-0.224879315,-0.765899759,1.10440012,-1.775383135,-0.518814682,2.402830891,0,0.405785701,-0.224879315,-0.765899759,1.10440012,-1.775383135,-0.518814682,2.402830891,100
